Animal_Name,Common_Name,Age_Class,Sex,Occurrence,Strand_Date,County,City,Locality,Stranding_Details,Latitude,Longitude,Admit_Date,Status,Status_2,Disposition_Date,COD_List_Side,Diagnosis_List_Side
Sady,California Sea Lion,Adult,Female,1,5/29/98,Santa Cruz,Santa Cruz,Cocran Lagoon (20th and East Cliff),,36.949,-121.982,5/29/98,euthanasia,,6/3/98,Euthanasia. Seizures / chronic. Toxicosis due to domoic acid.,
Punchy,California Sea Lion,Adult,Female,1,5/29/98,San Luis Obispo,Grover City,Grand Avenue,,35.072,-120.3807,5/29/98,released,,7/22/98,,
Zeta,California Sea Lion,Yearling,Female,1,6/9/98,San Luis Obispo,Morro Bay,,PG&E water outlet.,35.2212,-120.5123,6/9/98,euthanasia,,6/29/98,Body sent to UCD.,
Whitelight,California Sea Lion,Subadult,Male,1,6/14/98,San Mateo,Half Moon Bay,Dunes Beach,,37.482,-122.461,6/14/98,euthanasia,,6/14/98,Toxicosis. Seizures.,
Athena,California Sea Lion,Adult,Female,1,6/15/98,Monterey,Pacific Grove,Asilomar State Beach,,36.624,-121.944,6/16/98,died in treatment,,6/20/98,Toxicosis; suspect domoic acid.,
Digger,California Sea Lion,Yearling,Female,1,6/19/98,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 3,35.08,-120.629,6/19/98,died in treatment,,6/19/98,Toxicosis; suspect Domoic Acid.,bad location
Toddy (restrand),California Sea Lion,Juvenile,Male,1,6/27/98,Marin,Point Reyes,Drake's Beach,,38.0134,-122.922,6/27/98,euthanasia,,11/25/98,"euthanasia, domoic acid toxicity (chronic)",
Firecracker,California Sea Lion,Adult,Female,1,7/2/98,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 6,35.058,-120.629,7/2/98,euthanasia,,7/12/98,Euthanasia. Seizures. Toxicosis-suspect demoic acid.,bad location
Chocolate,California Sea Lion,Yearling,Female,1,8/8/98,Sonoma,Bodega Bay,Duncan's Cove,,38.3892,-123.0898,8/8/98,euthanasia,,8/16/98,Euthanasia. Seizures-suspect domoic acid poisoning.,
Sherwood,California Sea Lion,Adult,Female,1,8/23/98,San Luis Obispo,Cambria,,Sherwood St.,35.324,-121.0543,8/23/98,died in treatment,,8/30/98,Toxicosis - domoic acid.,
Andrew,California Sea Lion,Juvenile,Male,1,10/3/98,Santa Cruz,Seascape,Seascape State Beach,,36.942,-121.892,10/3/98,released,,10/23/98,,
Tasselhoff,California Sea Lion,Adult,Female,1,10/9/98,Santa Cruz,La Selva,Manresa State Beach,,36.912,-121.86,10/9/98,released,,11/5/98,,
Gill,California Sea Lion,Adult,Female,1,10/10/98,Monterey,Marina,Marina State Beach,,36.705,-121.813,10/10/98,died in treatment,,10/11/98,domoic acid toxicity (chronic),
Cobalt Symphony,California Sea Lion,Adult,Female,1,10/11/98,Monterey,Seaside,Seaside State Beach,,36.622,-121.852,10/11/98,released,,11/13/98,,
Mossy,California Sea Lion,Adult,Female,1,10/11/98,Monterey,Moss Landing,Mahoney's Restaurant,,,,10/11/98,died in treatment,,10/15/98,domoic acid toxicity (chronic),
Kim,California Sea Lion,Adult,Female,1,10/11/98,Monterey,Carmel,Point Lobos State Reserve,,36.522,-121.955,10/12/98,released,,11/24/98,,
Rubutt,California Sea Lion,Adult,Male,1,10/15/98,Monterey,Pebble Beach,Cypress Point (Otter Cove),,36.583,-121.982,10/15/98,euthanasia,,10/18/98,"euthanasia, sharkbite",
Erica,California Sea Lion,Adult,Female,1,10/15/98,Monterey,Marina,Marina State Beach,,36.705,-121.813,10/16/98,died in treatment,,10/20/98,"domoic acid toxicity (chronic), trauma",
Stany,California Sea Lion,Yearling,Male,1,2/1/99,Santa Cruz,Aptos,Rio del Mar Beach,,36.957,-121.91,2/2/99,released,,3/18/99,,
Ripper,California Sea Lion,Adult,Female,1,6/24/99,San Luis Obispo,Pismo Beach,,,,,6/24/99,released,,6/26/99,,
Lalucia,California Sea Lion,Juvenile,Male,1,7/7/99,Marin,Stinson Beach,Red Rock Beach,,37.887,-122.6354,7/8/99,released,,7/30/99,,domoic acid toxicity (acute)
Ripper (restrand),California Sea Lion,Adult,Female,1,7/22/99,Marin,Stinson Beach,Seadrift Beach,,37.9001,-122.6635,7/25/99,released,,9/20/99,,
Irish,California Sea Lion,Adult,Female,1,9/13/99,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),,35.387,-120.871,9/13/99,released,,10/17/99,,
Sophie,California Sea Lion,Adult,Female,1,9/13/99,San Luis Obispo,Cayucos,Morro Strand State Beach (North),,35.424,-120.887,9/13/99,released,,10/17/99,,
Shane,California Sea Lion,Adult,Female,1,9/13/99,San Luis Obispo,Pismo Beach,Pismo State Beach,the surfline at Pismo Creek,35.13,-120.644,9/13/99,released,,10/17/99,,
Anniversary,California Sea Lion,Adult,Female,1,9/25/99,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,,,9/25/99,released,,11/3/99,,bad location
Apache,California Sea Lion,Yearling,Male,1,5/15/00,San Mateo,Half Moon Bay,Venice Beach,,37.478,-122.458,5/15/00,released,,6/9/00,,
Nootra,California Sea Lion,Subadult,Female,1,6/23/00,San Luis Obispo,San Simeon,,,,,6/23/00,released,,8/18/00,,
Fern,California Sea Lion,Subadult,Female,1,6/24/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 7,35.051,-120.631,6/24/00,released,,7/15/00,,bad location
Henryetta,California Sea Lion,Adult,Female,1,6/24/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 3,35.08,-120.629,6/24/00,died in treatment,,6/25/00,domoic acid toxicity (acute),bad location
Nikkon,California Sea Lion,Adult,Female,1,6/25/00,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,35.033,-120.6329,6/25/00,died in treatment,,7/1/00,domoic acid toxicity (acute),bad location
Annette,California Sea Lion,Adult,Female,1,6/25/00,San Luis Obispo,Morro Bay,Atascadero State Beach,,35.3838,-120.865,6/25/00,released,,7/15/00,,
Quigley,California Sea Lion,Adult,Female,1,6/25/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 6,35.058,-120.629,6/25/00,released,,7/15/00,,bad location
Odetta,California Sea Lion,Adult,Female,1,6/25/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 4,35.047,-120.629,6/25/00,released,,7/15/00,,"domoic acid toxicity (acute), bad location"
Haley,California Sea Lion,Adult,Female,1,6/25/00,San Luis Obispo,Pismo Beach,Pismo State Beach,Sea crest hotel,35.144,-120.656,6/25/00,died in treatment,,6/26/00,domoic acid toxicity (acute),
Carrina,California Sea Lion,Adult,Female,1,6/25/00,San Luis Obispo,Los Osos,Montana de Oro State Park,,35.282,-120.893,6/25/00,released,,8/2/00,,
Sean,California Sea Lion,Adult,Female,1,6/26/00,San Luis Obispo,Los Osos,Montana de Oro State Park,,35.282,-120.893,6/26/00,died in treatment,,7/7/00,domoic acid toxicity (acute),
Capucine,California Sea Lion,Adult,Female,1,6/26/00,San Luis Obispo,Pismo Beach,Pismo State Beach,north of pier,35.144,-120.656,6/26/00,died in treatment,,7/10/00,domoic acid toxicity (acute),
Amigo,California Sea Lion,Adult,Female,1,6/26/00,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),end of highway 1,35.378,-120.87,6/28/00,released,,8/10/00,,
Serena,California Sea Lion,Subadult,Male,1,6/27/00,Monterey,Pacific Grove,Asilomar State Beach,,36.624,-121.944,6/27/00,euthanasia,,7/3/00,"Euthanasia, Carcinoma, Domoic acid toxicity",
Sarah,California Sea Lion,Adult,Female,1,6/27/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 4,35.047,-120.629,6/27/00,released,,7/22/00,,bad location
May,California Sea Lion,Adult,Female,1,6/27/00,San Luis Obispo,Cayucos,Cayucos State Beach,,35.437,-120.901,6/27/00,released,,7/16/00,,domoic acid toxicity (acute)
Lady Diablo,California Sea Lion,Adult,Female,1,6/27/00,San Luis Obispo,Los Osos,Diablo Canyon Power Plant,,35.2106,-120.8562,6/28/00,released,,7/16/00,,
Weezie,California Sea Lion,Adult,Female,1,6/27/00,San Luis Obispo,Pismo Beach,Pismo Pier,,35.138,-120.649,6/28/00,released,,7/23/00,,
Pagong,California Sea Lion,Adult,Female,1,6/28/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 6,35.058,-120.629,6/28/00,died in treatment,,7/8/00,domoic acid toxicity (acute),"domoic acid toxicity (acute), bad location"
Silli,California Sea Lion,Adult,Female,1,6/28/00,San Luis Obispo,Los Osos,Montana de Oro State Park,,35.282,-120.893,6/28/00,died in treatment,,6/28/00,domoic acid toxicity (acute),
Larry,California Sea Lion,Adult,Female,1,6/28/00,San Luis Obispo,Pismo Beach,Pismo Beach,,,,6/28/00,died in treatment,,6/28/00,domoic acid toxicity (acute),
Oceano,California Sea Lion,Adult,Female,1,6/29/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 6,35.058,-120.629,6/29/00,released,,8/5/00,,bad location
Lindsay Jo,California Sea Lion,Adult,Female,1,6/29/00,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,South of Grand Ave ramp,35.121,-120.635,6/29/00,died in treatment,,7/1/00,domoic acid toxicity (acute),bad location
Tagi,California Sea Lion,Adult,Female,1,6/29/00,San Luis Obispo,Pismo Beach,Pismo State Beach,South of Sea Venture,35.134,-120.646,6/29/00,released,,7/16/00,,
Hubcap,California Sea Lion,Adult,Female,1,6/29/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Between posts 6 and 7,35.058,-120.629,6/29/00,released,,8/2/00,,bad location
Kayla,California Sea Lion,Adult,Female,1,6/29/00,San Luis Obispo,Pismo Beach,Pismo State Beach,north of pier,35.144,-120.656,6/29/00,released,,7/15/00,,
Kontiki,California Sea Lion,Adult,Female,1,6/29/00,San Luis Obispo,Pismo Beach,Pismo State Beach,Kontiki hotel,35.141,-120.652,6/29/00,released,,7/20/00,,
ATV,California Sea Lion,Adult,Female,1,6/29/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 6,35.058,-120.629,6/29/00,released,,7/16/00,,bad location
Kanesa,California Sea Lion,Adult,Female,1,6/30/00,San Luis Obispo,Avila Beach,Port San Luis,,35.1712,-120.756,6/30/00,died in treatment,,7/10/00,domoic acid toxicity (acute),
Kristi,California Sea Lion,Adult,Female,1,6/30/00,San Luis Obispo,Avila Beach,Port San Luis,,35.1712,-120.756,6/30/00,released,,7/16/00,,
Prolapse,California Sea Lion,Adult,Female,1,6/30/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 6,35.058,-120.629,6/30/00,died in treatment,,6/30/00,domoic acid toxicity (acute),bad location
Mallory,California Sea Lion,Adult,Female,1,6/30/00,San Luis Obispo,Pismo Beach,Pismo State Beach,Grand Ave ramp,35.122,-120.64,6/30/00,released,,9/15/00,,
Allyson,California Sea Lion,Adult,Female,1,6/30/00,San Luis Obispo,Cayucos,Morro Strand State Beach (North),24th Cayucos,35.434,-120.897,6/30/00,released,,8/20/00,,
Vienes,California Sea Lion,Adult,Female,1,6/30/00,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,35.033,-120.6329,6/30/00,died in treatment,,7/8/00,"domoic acid toxicity (acute), Carcinoma",bad location
Crystal,California Sea Lion,Adult,Female,1,6/30/00,San Luis Obispo,Pismo Beach,Pismo State Beach,"Grand Ave ramp
",35.122,-120.64,6/30/00,released,,7/16/00,,
Harriet,California Sea Lion,Adult,Female,1,6/30/00,San Luis Obispo,Morro Bay,Tidelands Park,,35.3593,-120.8516,6/30/00,euthanasia,,7/10/00,"Euthanasia, domoic acid toxicity (acute)",
Indiana,California Sea Lion,Adult,Female,1,6/30/00,San Luis Obispo,Morro Bay,Atascadero State Beach,,35.3838,-120.865,6/30/00,released,,7/20/00,,
Branded,California Sea Lion,Adult,Female,1,6/30/00,San Luis Obispo,Pismo Beach,Pismo State Beach,,,,6/30/00,euthanasia,,7/12/00,"Euthanasia, domoic acid toxicity (acute)",
Dinky,California Sea Lion,Juvenile,Male,1,6/30/00,San Luis Obispo,,Chevron Beach,,35.413,-120.879,6/30/00,released,,7/16/00,,
Peanut Butter,California Sea Lion,Adult,Female,1,6/30/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 8,35.044,-120.631,6/30/00,DOA,,6/30/00,domoic acid toxicity (acute),bad location
Lana,California Sea Lion,Adult,Female,1,6/30/00,San Luis Obispo,Morro Bay,Morro Strand State Beach,north of creek in front of Cloisters,35.392,-120.872,6/30/00,euthanasia,,7/15/00,"euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Torri,California Sea Lion,Adult,Female,1,6/30/00,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Mid ramp,35.113,-120.633,6/30/00,released,,7/16/00,,bad location
Agnes,California Sea Lion,Adult,Female,1,7/1/00,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),north of rock,35.374,-120.87,7/1/00,released,,7/19/00,,
Slippery,California Sea Lion,Adult,Female,1,7/1/00,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),north of rock,35.374,-120.87,7/1/00,euthanasia,,7/7/00,"Euthanasia, domoic acid toxicity (acute)",
Maple,California Sea Lion,Adult,Female,1,7/1/00,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Between Pier and Grand ,35.113,-120.638,7/1/00,released,,8/2/00,,bad location
Keegan,California Sea Lion,Juvenile,Male,1,7/1/00,San Luis Obispo,Cayucos,Cayucos Beach,,35.431,-120.893,7/1/00,released,,7/29/00,,
Boop,California Sea Lion,Adult,Female,1,7/1/00,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),Yerba Buena  St,35.404,-120.876,7/1/00,died in treatment,,7/1/00,domoic acid toxicity (acute),
Mountie,California Sea Lion,Adult,Female,1,7/1/00,San Luis Obispo,Cambria,Moonstone Beach,,35.568,-121.115,7/1/00,died in treatment,,7/1/00,domoic acid toxicity (acute),domoic acid toxicity (acute)
Leggo,California Sea Lion,Adult,Female,1,7/1/00,San Luis Obispo,Pismo Beach,Pismo State Beach,1/4 mile south of Pier,35.144,-120.656,7/1/00,released,,8/10/00,,
Canada,California Sea Lion,Subadult,Male,1,7/1/00,San Luis Obispo,Morro Bay,Tidelands Park,,35.3593,-120.8516,7/1/00,euthanasia,,7/7/00,"Euthanasia, domoic acid toxicity (acute)",
Stoney,California Sea Lion,Adult,Female,1,7/1/00,San Luis Obispo,Cambria,Shamel County Park,,35.565,-121.113,7/1/00,euthanasia,,7/15/00,"Euthanasia, domoic acid toxicity (acute)",
Cody2,California Sea Lion,Adult,Female,1,7/1/00,San Luis Obispo,San Simeon,,Vista Del Mar,35.6093,-121.1448,7/1/00,died in treatment,,7/7/00,"domoic acid toxicity (acute), Carcinoma",
Cruz,California Sea Lion,Adult,Female,1,7/1/00,San Luis Obispo,Morro Bay,Morro Bay State Park,,35.369,-120.871,7/1/00,released,,8/10/00,,
Elaku,California Sea Lion,Adult,Female,1,7/1/00,San Luis Obispo,Morro Bay,Morro Bay State Park,,35.369,-120.871,7/1/00,released,,7/22/00,,
Summer,California Sea Lion,Adult,Female,1,7/2/00,San Luis Obispo,Avila Beach,Port San Luis,,35.1712,-120.756,7/2/00,released,,8/10/00,,
Clammy,California Sea Lion,Adult,Female,1,7/2/00,San Luis Obispo,Cayucos,Cayucos Beach,,35.431,-120.893,7/2/00,died in treatment,,7/3/00,domoic acid toxicity (acute),
Dynamite,California Sea Lion,Adult,Female,1,7/2/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,"Post 3
",35.08,-120.629,7/2/00,died in treatment,,7/3/00,domoic acid toxicity (acute),bad location
TR,California Sea Lion,Adult,Female,1,7/2/00,San Luis Obispo,,Chevron Beach,,35.413,-120.879,7/2/00,released,,8/16/00,,
Carcass (NP),California Sea Lion,Adult,Female,1,7/2/00,San Luis Obispo,Morro Bay,,north Point Estates very north end of Morro Strand campground,35.387,-120.871,7/2/00,carcass,,7/2/00,"domoic acid toxicity (acute), Carcinoma",
Sauso,California Sea Lion,Subadult,Male,1,7/2/00,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),north of rock,35.374,-120.87,7/2/00,died in treatment,,7/3/00,domoic acid toxicity (acute),
Gelato,California Sea Lion,Adult,Female,1,7/2/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 4,35.047,-120.629,7/2/00,euthanasia,,7/11/00,"Euthanasia, domoic acid toxicity (acute)",bad location
Guad (DOA),California Sea Lion,Adult,Female,1,7/2/00,Santa Barbara,Guadalupe,Guadalupe-Nipomo Dunes,,34.9569,-120.6526,7/2/00,DOA,,7/2/00,domoic acid toxicity (acute),
Lubova,California Sea Lion,Adult,Female,1,7/2/00,San Luis Obispo,Pismo Beach,Pismo State Beach,Pier and Grand Ave ramp,35.113,-120.638,7/2/00,released,,7/20/00,,
Babu,California Sea Lion,Adult,Female,1,7/2/00,San Luis Obispo,Cambria,San Simeon State Beach,,35.583,-121.125,7/2/00,released,,8/2/00,,
Lito,California Sea Lion,Adult,Female,1,7/2/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Just north of Arroyo Grande Creek,35.105,-120.637,7/2/00,died in treatment,,7/3/00,domoic acid toxicity (acute),domoic acid toxicity (acute)
Stogie,California Sea Lion,Adult,Female,1,7/2/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 2,35.09,-120.629,7/2/00,released,,8/23/00,,bad location
Mboie,California Sea Lion,Adult,Female,1,7/3/00,San Luis Obispo,Pismo Beach,Pismo State Beach,Sea crest hotel,35.144,-120.656,7/3/00,released,,8/16/00,,
Bugger,California Sea Lion,Adult,Female,1,7/3/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 4,35.047,-120.629,7/3/00,released,,7/19/00,,bad location
LJ de Oro,California Sea Lion,Adult,Female,1,7/3/00,San Luis Obispo,Los Osos,Montana de Oro State Park,,35.282,-120.893,7/3/00,released,,7/20/00,,
Seezer,California Sea Lion,Adult,Female,1,7/3/00,San Luis Obispo,Cayucos,Morro Strand State Beach (North),2886 Studio Dr,35.428,-120.89,7/3/00,died in treatment,,7/31/00,domoic acid toxicity (acute),
Ruth,California Sea Lion,Adult,Female,1,7/3/00,San Luis Obispo,Cambria,Sherwood Drive Access Point,,35.5436,-121.0946,7/3/00,released,,7/16/00,,
Chicago,California Sea Lion,Adult,Female,1,7/3/00,San Luis Obispo,Pismo Beach,Shell Beach,,35.151,-120.681,7/3/00,released,,7/22/00,,
Fudd,California Sea Lion,Adult,Female,1,7/3/00,San Luis Obispo,Los Osos,Montana de Oro State Park,,35.282,-120.893,7/3/00,released,,7/16/00,,
Daffi,California Sea Lion,Adult,Female,1,7/3/00,San Luis Obispo,Los Osos,Montana de Oro State Park,,35.282,-120.893,7/3/00,died in treatment,,7/13/00,domoic acid toxicity (acute),
Chast,California Sea Lion,Subadult,Female,1,7/3/00,San Luis Obispo,Morro Bay,Morro Rock & Beach,,35.369,-120.871,7/3/00,released,,7/16/00,,
Firecracker,California Sea Lion,Adult,Female,1,7/3/00,San Luis Obispo,Cayucos,Morro Strand State Beach (North),Studio DR,35.428,-120.89,7/3/00,released,,7/23/00,,
Ohaz,California Sea Lion,Adult,Female,1,7/3/00,San Luis Obispo,Los Osos,Montana de Oro State Park,,35.282,-120.893,7/3/00,released,,7/19/00,,
Jefferson,California Sea Lion,Adult,Female,1,7/4/00,San Luis Obispo,Morro Bay,Morro Rock & Beach,,35.369,-120.871,7/4/00,released,,7/23/00,,
Whiner,California Sea Lion,Adult,Female,1,7/4/00,San Luis Obispo,Pismo Beach,Pismo State Beach,Seacrest Motel,35.144,-120.656,7/4/00,released,,7/23/00,,
Washington,California Sea Lion,Adult,Female,1,7/4/00,San Luis Obispo,Cayucos,,6030 Highway 1,35.4487,-120.9095,7/4/00,died in treatment,,8/7/00,"domoic acid toxicity (acute), carcinoma",
Whisper,California Sea Lion,Subadult,Female,1,7/4/00,San Luis Obispo,Los Osos,Baywood Park Beach,,35.348,-120.869,7/4/00,died in treatment,,7/4/00,domoic acid toxicity (acute),
Princess,California Sea Lion,Adult,Female,1,7/5/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 2 3/4,35.09,-120.629,7/5/00,released,,7/19/00,,bad location
Balto Bud,California Sea Lion,Juvenile,Male,1,7/5/00,Santa Cruz,Santa Cruz,Mitchell Cove,,36.945,-122.037,7/7/00,died in treatment,,7/19/00,"Renal failure, Leptospira",
Soaked,California Sea Lion,Adult,Female,1,7/6/00,San Luis Obispo,Cambria,Moonstone Beach,,35.568,-121.115,7/6/00,euthanasia,,7/15/00,"Euthanasia, domoic acid toxicity (acute)",
Montana,California Sea Lion,Yearling,Female,1,7/6/00,San Luis Obispo,Morro Bay,Atascadero State Beach,,35.3838,-120.865,7/6/00,released,,8/5/00,,
Maggie,California Sea Lion,Juvenile,Male,1,7/7/00,San Luis Obispo,Cambria,San Simeon State Beach,,35.583,-121.125,7/7/00,released,,7/30/00,,
Sally,California Sea Lion,Adult,Female,1,7/7/00,San Luis Obispo,Cambria,Sherwood Drive Access,,35.5436,-121.0946,7/7/00,released,,8/2/00,,
Vetex,California Sea Lion,Adult,Female,1,7/7/00,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 4,35.047,-120.629,7/7/00,released,,7/23/00,,bad location
Morton,California Sea Lion,Adult,Female,1,7/7/00,San Luis Obispo,Cambria,San Simeon State Beach,,35.583,-121.125,7/7/00,released,,7/20/00,,
Noodle,California Sea Lion,Yearling,Female,1,7/8/00,San Luis Obispo,Morro Bay,Morro Strand State Beach (North),,35.383,-120.871,7/8/00,released,,7/30/00,,
Scooby,California Sea Lion,Juvenile,Male,1,7/11/00,San Luis Obispo,Shell Beach,,,35.151,-120.681,7/11/00,released,,8/17/00,,
